market,price,fee,effective_price,volume,cost
SHOP_buy_lvl_5,104.94,0.001,105.04493999999998,234,24580.515959999997
SHOP_buy_lvl_4,105.04,0.001,105.14504,378,39744.82512
SHOP_buy_lvl_3,105.14,0.001,105.24513999999999,388,40835.11431999999
