market,price,fee,effective_price,volume,cost
NIO_buy_lvl_5,3.12,0.001,3.1231199999999997,194,605.88528
NIO_buy_lvl_4,3.21,0.001,3.2132099999999997,343,1102.1310299999998
NIO_buy_lvl_3,3.31,0.001,3.3133099999999995,196,649.4087599999999
NIO_buy_lvl_2,3.42,0.001,3.4234199999999997,267,914.0531399999999
